file_name,prediction
5110513885.0001,0
5110513889.0001,0
5110513907.0001,0
5110703893.0001,0
5110703912.0001,0
5110703924.0001,0
5110703972.0001,0
5110703978.0001,0
5110704012.0001,0
5110704017.0001,0
5110704044.0001,0
5110704094.0001,0
5110704232.0001,0
5110704285.0001,0
5110704287.0001,0
5110704301.0001,0
5110704326.0001,0
5110704352.0001,0
5110704431.0001,0
5110704473.0001,0
5110704568.0001,0
5110704597.0001,0
5110704641.0001,0
5110704675.0001,0
5110704727.0001,0
5110704818.0001,0
5110704848.0001,0
5110704958.0001,0
5110704970.0001,0
5110704989.0001,0
5110705033.0001,0
5110705051.0001,0
5110705068.0001,0
5110705083.0001,0
5110705084.0001,0
5110705237.0001,0
5110705244.0001,0
5110705304.0001,0
5110705365.0001,0
5110705434.0001,0
5110705600.0001,0
5110705665.0001,0
5110705778.0001,0
5110705809.0001,0
5110705815.0001,0
5110705882.0001,0
5110801075.0001,0
5110801093.0001,0
5110801108.0001,0
5110801176.0001,0
5110801181.0001,0
5110801214.0001,0
5110801230.0001,0
5110801231.0001,0
5110801247.0001,0
5110801254.0001,0
5110801282.0001,0
5110801287.0001,0
5110801350.0001,0
5110801359.0001,0
5110801375.0001,0
5110801402.0001,0
5110801425.0001,0
5110801432.0001,0
5110801539.0001,0
5110801546.0001,0
5110801551.0001,0
5110801554.0001,0
5110801600.0001,0
5110801637.0001,0
5110801658.0001,0
5110801668.0001,0
5110801728.0001,0
5110801729.0001,0
5110801771.0001,0
5110801773.0001,0
5110801787.0001,0
5110801826.0001,0
5110801831.0001,0
5110801832.0001,0
5110801861.0001,0
5110801887.0001,0
5110801889.0001,0
5110801898.0001,0
5110801913.0001,0
5110801930.0001,0
5110801933.0001,0
5110801938.0001,0
5110801976.0001,0
5110802019.0001,0
5110802048.0001,0
5110802057.0001,0
5110802083.0001,0
5110802115.0001,0
5110802123.0001,0
5110802125.0001,0
5110802172.0001,0
5110802257.0001,0
5110802270.0001,0
5110802339.0001,0
5110802352.0001,0
5110802359.0001,0
5110802389.0001,0
5110802413.0001,0
5110802441.0001,0
5110802452.0001,0
5110802460.0001,0
5110802466.0001,0
5110802470.0001,0
5110802529.0001,0
5110802556.0001,0
5110802559.0001,0
5110802601.0001,0
5110802634.0001,0
5110802649.0001,0
5110802698.0001,0
5110802712.0001,0
5110802722.0001,0
5110802740.0001,0
5110802770.0001,0
5110802825.0001,0
5110802829.0001,0
5110802834.0001,0
5110802841.0001,0
5110802842.0001,0
5110802861.0001,0
5110802869.0001,0
5110802914.0001,0
5110802928.0001,0
5110802944.0001,0
5110802949.0001,0
5110802967.0001,0
5110802980.0001,0
5110803011.0001,0
5110803019.0001,0
5110803022.0001,0
5110803032.0001,0
5110803043.0001,0
5110803057.0001,0
5110803080.0001,0
5110803083.0001,0
5110803116.0001,0
5110803126.0001,0
5110803131.0001,0
5110803145.0001,0
5110803176.0001,0
5110803217.0001,0
5110803245.0001,0
5110803247.0001,0
5110803275.0001,0
5110803279.0001,0
5110803284.0001,0
5110803294.0001,0
5110803310.0001,0
5110803312.0001,0
5110803325.0001,0
5110803365.0001,0
5110803392.0001,0
5110803410.0001,0
5110803469.0001,0
5110803476.0001,0
5110803547.0001,0
5110803568.0001,0
5110803580.0001,0
5110803605.0001,0
5110803628.0001,0
5110803645.0001,0
5110803666.0001,0
5110803667.0001,0
5110803669.0001,0
5110803683.0001,0
5110803689.0001,0
5110803696.0001,0
5110803713.0001,0
5110803714.0001,0
5110803727.0001,0
5110803774.0001,0
5110803788.0001,0
5110803793.0001,0
5110803823.0001,0
5110803828.0001,0
5110803849.0001,0
5110803879.0001,0
5110803909.0001,0
5110803921.0001,0
5110803936.0001,0
5110803940.0001,0
5110803955.0001,0
5110803961.0001,0
5110803978.0001,0
5110804013.0001,0
5110804024.0001,0
5110804034.0001,0
5110804037.0001,0
5110804038.0001,0
5110804044.0001,0
5110804048.0001,0
5110804088.0001,0
5110804089.0001,0
5110804112.0001,0
5110804115.0001,0
5110804149.0001,0
5110804179.0001,0
5110804194.0001,0
5110804199.0001,0
5110804211.0001,0
5110804220.0001,0
5110804264.0001,0
5110804309.0001,0
5110804327.0001,0
5110804361.0001,0
5110804363.0001,0
5110804366.0001,0
5110900323.0001,0
5110900337.0001,0
5110900347.0001,0
5110900352.0001,0
5110900367.0001,0
5111001007.0001,0
5111001519.0001,0
5111001526.0001,0
5111001528.0001,0
5111003512.0001,0
5111003521.0001,0
5111003530.0001,0
5111003532.0001,0
5111003535.0001,0
5111003560.0001,0
5111003584.0001,0
5111003590.0001,0
5111003631.0001,0
5111003654.0001,0
5111003684.0001,0
5111003728.0001,0
5111003736.0001,0
5111003748.0001,0
5111003755.0001,0
5111003785.0001,0
5111003806.0001,0
5111005305.0001,0
5111005340.0001,0
5111005385.0001,0
5111005391.0001,0
5111005432.0001,0
5111005446.0001,0
5111005455.0001,0
5111005459.0001,0
5111005463.0001,0
5111005480.0001,0
5111005500.0001,0
5111005501.0001,0
5111005513.0001,0
5111005520.0001,0
5111005569.0001,0
5111005585.0001,0
5111005633.0001,0
5111006112.0001,0
5111006114.0001,0
5111006124.0001,0
5111006125.0001,0
5111006621.0001,0
5111006622.0001,0
5111006637.0001,0
5111006649.0001,0
5111006727.0001,0
5111006730.0001,0
5111006735.0001,0
5111006738.0001,0
5111006764.0001,0
5111006778.0001,0
5111006814.0001,0
5111006818.0001,0
5111006835.0001,0
5111006861.0001,0
5111006869.0001,0
5111006871.0001,0
5111006873.0001,0
5111006915.0001,0
5111007403.0001,0
5111007408.0001,0
5111007442.0001,0
5111007459.0001,0
5111007472.0001,0
5111007480.0001,0
5111007484.0001,0
5111007536.0001,0
5111007540.0001,0
5111007541.0001,0
5111007608.0001,0
5111007616.0001,0
5111007620.0001,0
5111007636.0001,0
5111007645.0001,0
5111007654.0001,0
5111008119.0001,0
5111009158.0001,0
5111009644.0001,0
5111010141.0001,0
5111010144.0001,0
5111010654.0001,0
5111010659.0001,0
5111010671.0001,0
5111011157.0001,0
5111011727.0001,0
5111011729.0001,0
5111011783.0001,0
5111011792.0001,0
5111011793.0001,0
5111012262.0001,0
5111012273.0001,0
5111012292.0001,0
5111012309.0001,0
5111012761.0001,0
5111012763.0001,0
5111012780.0001,0
5111012785.0001,0
5111012791.0001,0
5111013262.0001,0
5111013288.0001,0
5111013806.0001,0
5111013810.0001,0
5111014241.0001,0
5111014248.0001,0
5111014744.0001,0
5111014745.0001,0
5111014756.0001,0
5111015262.0001,0
5111015277.0001,0
5111015285.0001,0
5111015286.0001,0
5111015756.0001,0
5111015772.0001,0
5111015788.0001,0
5111016753.0001,0
5111016759.0001,0
5111016764.0001,0
5111017760.0001,0
5111017773.0001,0
5111018251.0001,0
5111018264.0001,0
5111018268.0001,0
5111018285.0001,0
5111018290.0001,0
5111018299.0001,0
5111018785.0001,0
5111019247.0001,0
5111019265.0001,0
5111019278.0001,0
5111019744.0001,0
5111019788.0001,0
5111020248.0001,0
5111020258.0001,0
5111020260.0001,0
5111020266.0001,0
5111020278.0001,0
5111020279.0001,0
5111020281.0001,0
5111020762.0001,0
5111021750.0001,0
5111021762.0001,0
5111023260.0001,0
5111023263.0001,0
5111023274.0001,0
5111023277.0001,0
5111023743.0001,0
5111023754.0001,0
5111023760.0001,0
5111023765.0001,0
5111024255.0001,0
5111024257.0001,0
5111024741.0001,0
5111024743.0001,0
5111024746.0001,0
5111024752.0001,0
5111025743.0001,0
5111026243.0001,0
5111026254.0001,0
5111026759.0001,0
5111026770.0001,0
5111026792.0001,0
5111027294.0001,0
5111027302.0001,0
5111027783.0001,0
5111028274.0001,0
5111028277.0001,0
5111028282.0001,0
5111028303.0001,0
5111028329.0001,0
5111028333.0001,0
5111028358.0001,0
5111028370.0001,0
5111028383.0001,0
5111028424.0001,0
5111028435.0001,0
5111028442.0001,0
5111028446.0001,0
5111028447.0001,0
5111028533.0001,0
5111028575.0001,0
5111029100.0001,0
5111029101.0001,0
5111029106.0001,0
5111029140.0001,0
5111029654.0001,0
5111029655.0001,0
5111029666.0001,0
5111029673.0001,0
5111029681.0001,0
5111030145.0001,0
5111030162.0001,0
5111030172.0001,0
5111030194.0001,0
5111030196.0001,0
5111030280.0001,0
5111030297.0001,0
5111030323.0001,0
5111030352.0001,0
5111030357.0001,0
5111030373.0001,0
5111030398.0001,0
5111030411.0001,0
5111030417.0001,0
5111030478.0001,0
5111030500.0001,0
5111030506.0001,0
5111031025.0001,0
5111031975.0001,0
5111031976.0001,0
5111031987.0001,0
5111031990.0001,0
5111032016.0001,0
5111032453.0001,0
5111032484.0001,0
5111033451.0001,0
5111033490.0001,0
5111034969.0001,0
5111034990.0001,0
5111035467.0001,0
5111035494.0001,0
5111035953.0001,0
5111035988.0001,0
5111036003.0001,0
5111036030.0001,0
5111036037.0001,0
5111036498.0001,0
5111036510.0001,0
5111036516.0001,0
5111036526.0001,0
5111037015.0001,0
5111037499.0001,0
5111038505.0001,0
5111038511.0001,0
5111038522.0001,0
5111039002.0001,0
5111039011.0001,0
5111039019.0001,0
5111039026.0001,0
5111039031.0001,0
5111039503.0001,0
5111039517.0001,0
5111039521.0001,0
5111040000.0001,0
5111040001.0001,0
5111040042.0001,0
5111040043.0001,0
5111040507.0001,0
5111041018.0001,0
5111041509.0001,0
5111041521.0001,0
5111041541.0001,0
5111041546.0001,0
5111042027.0001,0
5111042044.0001,0
5111042048.0001,0
5111042060.0001,0
5111042525.0001,0
5111042556.0001,0
5111042561.0001,0
5111042578.0001,0
5111042580.0001,0
5111042583.0001,0
5111042600.0001,0
5111043024.0001,0
5111043051.0001,0
5111043052.0001,0
5111043140.0001,0
5111043142.0001,0
5111043599.0001,0
5111043610.0001,0
5111043627.0001,0
5111044105.0001,0
5111044604.0001,0
5111044606.0001,0
5111044613.0001,0
5111044626.0001,0
5111045097.0001,0
5111045111.0001,0
5111045127.0001,0
5111045601.0001,0
5111045616.0001,0
5111045619.0001,0
5111045621.0001,0
5111045632.0001,0
5111046102.0001,0
5111046112.0001,0
5111046120.0001,0
5111046121.0001,0
5111046123.0001,0
5111046603.0001,0
5111046606.0001,0
5111047099.0001,0
5111047106.0001,0
5111047595.0001,0
5111047596.0001,0
5111047614.0001,0
5111047629.0001,0
5111047633.0001,0
5111048098.0001,0
5111048103.0001,0
5111048616.0001,0
5111048617.0001,0
5111048625.0001,0
5111049139.0001,0
5111049600.0001,0
5111049603.0001,0
5111049619.0001,0
5111049652.0001,0
5111049693.0001,0
5111049709.0001,0
5111049722.0001,0
5111049776.0001,0
5111049786.0001,0
5111049814.0001,0
5111049815.0001,0
5111049884.0001,0
5111049895.0001,0
5111049943.0001,0
5111050163.0001,0
5111050180.0001,0
5111050181.0001,0
5111050188.0001,0
5111050665.0001,0
5111050668.0001,0
5111050670.0001,0
5111050686.0001,0
5111050694.0001,0
5111051327.0001,0
5111051333.0001,0
5111051355.0001,0
5111051823.0001,0
5111051857.0001,0
5111052338.0001,0
5111052825.0001,0
5111052832.0001,0
5111052854.0001,0
5111052859.0001,0
5111052876.0001,0
5111053363.0001,0
5111053378.0001,0
5111053881.0001,0
5111054360.0001,0
5111055381.0001,0
5111055398.0001,0
5111055407.0001,0
5111055872.0001,0
5111056375.0001,0
5111056391.0001,0
5111056865.0001,0
5111056882.0001,0
5111056892.0001,0
5111057365.0001,0
5111057374.0001,0
5111058365.0001,0
5111058369.0001,0
5111058374.0001,0
5111058903.0001,0
5111058917.0001,0
5111059364.0001,0
5111059366.0001,0
5111059860.0001,0
5111059861.0001,0
5111059878.0001,0
5111059899.0001,0
5111059919.0001,0
5111059924.0001,0
5111060367.0001,0
5111060880.0001,0
5111060884.0001,0
5111060916.0001,0
5111060947.0001,0
5111060966.0001,0
5111060970.0001,0
5111060980.0001,0
5111060982.0001,0
5111060983.0001,0
5111061017.0001,0
5111061066.0001,0
5111061080.0001,0
5111061108.0001,0
5111061158.0001,0
5111061164.0001,0
5111061166.0001,0
5111061169.0001,0
5111061179.0001,0
5111061660.0001,0
5111061666.0001,0
5111061687.0001,0
5111061692.0001,0
5111061702.0001,0
5111061718.0001,0
5111061735.0001,0
5111062172.0001,0
5111062175.0001,0
5111062665.0001,0
5111062717.0001,0
5111062722.0001,0
5111062753.0001,0
5111063193.0001,0
5111063212.0001,0
5111064223.0001,0
5111064227.0001,0
5111064240.0001,0
5111064684.0001,0
5111064693.0001,0
5111065185.0001,0
5111065202.0001,0
5111065223.0001,0
5111065234.0001,0
5111065303.0001,0
5111065312.0001,0
5111065343.0001,0
5111065349.0001,0
5111065351.0001,0
5111065362.0001,0
5111065377.0001,0
5111065416.0001,0
5111065427.0001,0
5111065442.0001,0
5111065445.0001,0
5111065998.0001,0
5111066484.0001,0
5111066507.0001,0
5111066508.0001,0
5111066514.0001,0
5111066986.0001,0
5111067008.0001,0
5111067025.0001,0
5111067030.0001,0
5111067031.0001,0
5111067034.0001,0
5111067037.0001,0
5111067060.0001,0
5111067105.0001,0
5111067109.0001,0
5111067129.0001,0
5111067146.0001,0
5111067186.0001,0
5111067196.0001,0
5111067224.0001,0
5111067230.0001,0
5111067257.0001,0
5111067263.0001,0
5111067268.0001,0
5111067276.0001,0
5111067800.0001,0
5111067803.0001,0
5111068614.0001,0
5111068666.0001,0
5111069396.0001,0
5111069401.0001,0
5111069407.0001,0
5111069449.0001,0
5111070200.0001,0
5111070998.0001,0
5111071004.0001,0
5111071059.0001,0
5111071790.0001,0
5111071804.0001,0
5111071838.0001,0
5111071862.0001,0
5111072616.0001,0
5111072655.0001,0
5111513501.0001,0
5111513528.0001,0
5111513578.0001,0
5111513600.0001,0
5111513601.0001,0
5111513663.0001,0
5111513686.0001,0
5111513698.0001,0
5111513699.0001,0
5111513707.0001,0
5111513734.0001,0
5111513743.0001,0
5111513750.0001,0
5111513762.0001,0
5111513769.0001,0
5111513771.0001,0
5111513787.0001,0
5111513794.0001,0
5111513817.0001,0
5111513839.0001,0
5111513849.0001,0
5111513880.0001,0
5111513915.0001,0
5111513917.0001,0
5111513921.0001,0
5111513933.0001,0
5111513950.0001,0
5111513973.0001,0
5111514004.0001,0
5111514027.0001,0
5111514033.0001,0
5111514042.0001,0
5111514054.0001,0
5111514068.0001,0
5111514112.0001,0
5111514134.0001,0
5111514148.0001,0
5111514177.0001,0
5111514191.0001,0
5111514200.0001,0
5111514203.0001,0
5111514243.0001,0
5111514264.0001,0
5111514280.0001,0
5111514287.0001,0
5111514311.0001,0
5111514327.0001,0
5111514330.0001,0
5111514334.0001,0
5111514341.0001,0
5111514385.0001,0
5111514387.0001,0
5111514393.0001,0
5111514405.0001,0
5111514413.0001,0
5111514422.0001,0
5111514481.0001,0
5111514541.0001,0
5111514543.0001,0
5111514577.0001,0
5111514587.0001,0
5111514623.0001,0
5111514634.0001,0
5111514666.0001,0
5111514673.0001,0
5111514701.0001,0
5111514708.0001,0
5111514737.0001,0
5111514788.0001,0
5111514801.0001,0
5111514810.0001,0
5111514831.0001,0
5111514839.0001,0
5111514890.0001,0
5111514945.0001,0
5111514947.0001,0
5111514955.0001,0
5111514978.0001,0
5111514992.0001,0
5111515061.0001,0
5111515074.0001,0
5111515098.0001,0
5111515099.0001,0
5111515112.0001,0
5111515115.0001,0
5111515158.0001,0
5111515172.0001,0
5111515200.0001,0
5111515241.0001,0
5111515258.0001,0
5111515283.0001,0
5111515296.0001,0
5111515318.0001,0
5111515444.0001,0
5111515459.0001,0
5111515461.0001,0
5111515472.0001,0
5111515473.0001,0
5111515500.0001,0
5111515511.0001,0
5111515524.0001,0
5111515535.0001,0
5111515560.0001,0
5111515576.0001,0
5111515577.0001,0
5111515585.0001,0
5111515668.0001,0
5111515677.0001,0
5111515686.0001,0
5111515705.0001,0
5111515723.0001,0
5111515802.0001,0
5111515821.0001,0
5111515850.0001,0
5111515920.0001,0
5111515934.0001,0
5111515939.0001,0
5111515947.0001,0
5111515965.0001,0
5111515983.0001,0
5111516007.0001,0
5111516011.0001,0
5111516013.0001,0
5111516018.0001,0
5111516057.0001,0
5111516066.0001,0
5111516104.0001,0
5111516136.0001,0
5111516142.0001,0
5111516153.0001,0
5111704934.0001,0
5111704944.0001,0
5111704947.0001,0
5111705347.0001,0
5111705348.0001,0
5111705352.0001,0
5111705371.0001,0
5111705383.0001,0
5111705384.0001,0
5111705561.0001,0
5111705763.0001,0
5111705941.0001,0
5111706173.0001,0
5111706179.0001,0
5111706227.0001,0
5111706241.0001,0
5111706253.0001,0
5111706320.0001,0
5111706386.0001,0
5111706566.0001,0
5111706594.0001,0
5111706602.0001,0
5111706651.0001,0
5111706754.0001,0
5111706934.0001,0
5111706951.0001,0
5111706977.0001,0
5111706998.0001,0
5111707007.0001,0
5111707094.0001,0
5111707095.0001,0
5111707251.0001,0
5111707264.0001,0
5111707340.0001,0
5111707433.0001,0
5111707434.0001,0
5111707449.0001,0
5111707504.0001,0
5111707605.0001,0
5111707618.0001,0
5111707665.0001,0
5111708064.0001,0
5111708160.0001,0
5111708177.0001,0
5111708248.0001,0
5111708349.0001,0
5111708355.0001,0
5111708360.0001,0
5111708371.0001,0
5111708403.0001,0
5111708493.0001,0
5111708542.0001,0
5111708592.0001,0
5111708680.0001,0
5111708698.0001,0
5111708753.0001,0
5111708755.0001,0
5111708794.0001,0
5111708810.0001,0
5111708839.0001,0
5111708854.0001,0
5111708862.0001,0
5111708870.0001,0
5111708887.0001,0
5111708895.0001,0
5111708896.0001,0
5111708922.0001,0
5111708949.0001,0
5111709021.0001,0
5111709100.0001,0
5111709151.0001,0
5111709177.0001,0
5111709210.0001,0
5111709258.0001,0
5111709272.0001,0
5111709309.0001,0
5111709310.0001,0
5111709319.0001,0
5111709331.0001,0
5111709339.0001,0
5111709375.0001,0
5111709395.0001,0
5111709453.0001,0
5111709478.0001,0
5111709491.0001,0
5111709493.0001,0
5111709518.0001,0
5111709532.0001,0
5111709625.0001,0
5111709646.0001,0
5111709678.0001,0
5111709695.0001,0
5111709697.0001,0
5111709706.0001,0
5111709719.0001,0
5111709724.0001,0
5111709727.0001,0
5111709731.0001,0
5111709747.0001,0
5111709768.0001,0
5111709822.0001,0
5111709827.0001,0
5111709830.0001,0
5111709883.0001,0
5111709993.0001,0
5111710269.0001,0
5111710313.0001,0
5111710358.0001,0
5111710377.0001,0
5111710427.0001,0
5111710481.0001,0
5111710498.0001,0
5111710510.0001,0
5111710512.0001,0
5111710519.0001,0
5111710536.0001,0
5111710561.0001,0
5111710564.0001,0
5111710600.0001,0
5111710607.0001,0
5111710633.0001,0
5111710648.0001,0
5111710667.0001,0
5111710731.0001,0
5111710735.0001,0
5111710758.0001,0
5111710785.0001,0
5111710801.0001,0
5111710866.0001,0
5111710872.0001,0
5111710891.0001,0
5111710917.0001,0
5111710969.0001,0
5111710981.0001,0
5111711021.0001,0
5111711023.0001,0
5111711050.0001,0
5111711086.0001,0
5111711096.0001,0
5111711099.0001,0
5111711101.0001,0
5111711148.0001,0
5111711170.0001,0
5111711226.0001,0
5111711228.0001,0
5111711255.0001,0
5111711266.0001,0
5111711291.0001,0
5111711299.0001,0
5111711373.0001,0
5111711378.0001,0
5111711419.0001,0
5111711420.0001,0
5111711421.0001,0
5111711427.0001,0
5111711438.0001,0
5111711461.0001,0
5111711488.0001,0
5111711494.0001,0
5111711512.0001,0
5111711520.0001,0
5111711539.0001,0
5111711607.0001,0
5111711617.0001,0
5111711634.0001,0
5111711643.0001,0
5111711692.0001,0
5111711698.0001,0
5111711727.0001,0
5111711742.0001,0
5111711758.0001,0
5111711776.0001,0
5111711804.0001,0
5111711828.0001,0
5111711852.0001,0
5111711931.0001,0
5111711966.0001,0
5111712016.0001,0
5111712062.0001,0
5111712076.0001,0
5111712094.0001,0
5111712098.0001,0
5111712126.0001,0
5111712130.0001,0
5111712138.0001,0
5111712167.0001,0
5111712197.0001,0
5111712212.0001,0
5111712264.0001,0
5111712268.0001,0
5111712270.0001,0
5111712273.0001,0
5111712280.0001,0
5111712283.0001,0
5111712294.0001,0
5111712377.0001,0
5111712384.0001,0
5111712398.0001,0
5111712423.0001,0
5111712426.0001,0
5111712449.0001,0
5111712460.0001,0
5111712465.0001,0
5111712500.0001,0
5111712512.0001,0
5111712548.0001,0
5111712564.0001,0
5111712583.0001,0
5111712655.0001,0
5111712728.0001,0
5111712738.0001,0
5111712745.0001,0
5111712753.0001,0
5111712769.0001,0
5111712778.0001,0
5111712781.0001,0
5111712835.0001,0
5111712840.0001,0
5111712883.0001,0
5111712929.0001,0
5111712967.0001,0
5111712990.0001,0
5111713003.0001,0
5111713035.0001,0
5111713076.0001,0
5111713102.0001,0
5111713106.0001,0
5111713110.0001,0
5111713135.0001,0
5111713188.0001,0
5111713196.0001,0
5111713213.0001,1
5111713260.0001,0
5111713274.0001,0
5111713279.0001,0
5111713285.0001,0
5111713295.0001,0
5111713314.0001,0
5111713339.0001,0
5111713340.0001,0
5111713451.0001,0
5111713473.0001,0
5111713476.0001,0
5111713545.0001,0
5111713569.0001,0
5111713597.0001,0
5111713602.0001,0
5111713660.0001,0
5111713691.0001,0
5111713703.0001,0
5111713749.0001,0
5111713812.0001,0
5111713818.0001,0
5111713832.0001,0
5111713837.0001,0
5111713865.0001,0
5111713897.0001,0
5111801150.0001,0
5111801190.0001,0
5111801224.0001,0
5111801240.0001,0
5111801250.0001,0
5111801280.0001,0
5111801309.0001,0
5111801347.0001,0
5111801391.0001,0
5111801471.0001,0
5111801487.0001,0
5111801490.0001,0
5111801492.0001,0
5111801495.0001,0
5111801510.0001,0
5111801532.0001,0
5111801621.0001,0
5111801637.0001,0
5111801641.0001,0
5111801666.0001,0
5111801685.0001,0
5111801706.0001,0
5111801722.0001,0
5111801746.0001,0
5111801792.0001,0
5111801817.0001,0
5111801885.0001,0
5111801887.0001,0
5111801912.0001,0
5111801920.0001,0
5111801932.0001,0
5111801951.0001,0
5111802030.0001,0
5111802031.0001,0
5111802043.0001,0
5111802069.0001,0
5111802134.0001,0
5111802149.0001,0
5111802161.0001,0
5111802202.0001,0
5111802228.0001,0
5111802229.0001,0
5111802239.0001,0
5111802267.0001,0
5111802311.0001,0
5111802342.0001,0
5111802363.0001,0
5111802366.0001,0
5111802430.0001,0
5111802436.0001,0
5111802437.0001,0
5111802524.0001,0
5111802537.0001,0
5111802541.0001,0
5111802549.0001,0
5111802619.0001,0
5111802644.0001,0
5111802648.0001,0
5111802655.0001,0
5111802685.0001,0
5111802691.0001,0
5111802698.0001,0
5111802718.0001,0
5111802719.0001,0
5111802733.0001,0
5111802735.0001,0
5111802737.0001,0
5111802754.0001,0
5111802755.0001,0
5111802772.0001,0
5111802799.0001,0
5111802824.0001,0
5111802826.0001,0
5111802853.0001,0
5111802869.0001,0
5111802876.0001,0
5111802935.0001,0
5111802938.0001,0
5111802967.0001,0
5111802993.0001,0
5111803038.0001,0
5111803076.0001,0
5111803127.0001,0
5111803186.0001,0
5111803187.0001,0
5111803188.0001,0
5111803196.0001,0
5111803229.0001,0
5111803262.0001,0
5111803263.0001,0
5111803265.0001,0
5111803270.0001,0
5111803326.0001,0
5111803344.0001,0
5111803359.0001,0
5111803369.0001,0
5111803376.0001,0
5111803391.0001,0
5111803404.0001,0
5111803458.0001,0
5111803526.0001,0
5111803559.0001,0
5111803642.0001,0
5111803661.0001,0
5111803680.0001,0
5111803696.0001,0
5111803698.0001,0
5111803765.0001,0
5111803783.0001,0
5111803855.0001,0
5111803868.0001,0
5111803892.0001,0
5111803914.0001,0
5111803963.0001,0
5111803999.0001,0
5111804067.0001,0
5111804087.0001,0
5111804091.0001,0
5111804109.0001,0
5111804114.0001,0
5111804131.0001,0
5111804138.0001,0
5111804139.0001,0
5111804154.0001,0
5111804160.0001,0
5111804183.0001,0
5111804197.0001,0
5111804208.0001,0
5111804261.0001,0
5111804279.0001,0
5111804291.0001,0
5111804321.0001,0
5111804327.0001,0
5111804343.0001,0
5111804350.0001,0
5111804354.0001,0
5111804377.0001,0
5111804384.0001,0
5111804456.0001,0
5111804467.0001,0
5111804477.0001,0
5111804480.0001,0
5111804506.0001,0
5111804530.0001,0
5111804598.0001,0
5111804608.0001,0
5111804619.0001,0
5111804630.0001,0
5111804650.0001,0
5111804663.0001,0
5111804665.0001,0
5111804707.0001,0
5111804722.0001,0
5111804739.0001,0
5111804759.0001,0
5111804763.0001,0
5111804770.0001,0
5111804773.0001,0
5111804830.0001,0
5111804844.0001,0
5111804849.0001,0
5111804850.0001,0
5111804861.0001,0
5111804903.0001,0
5111804909.0001,0
5111804945.0001,0
5111804968.0001,0
5111805140.0001,0
5111805146.0001,0
5111805208.0001,0
5111805210.0001,0
5111805211.0001,0
5111805224.0001,0
5111805225.0001,0
5111805228.0001,0
5111805272.0001,0
5111805283.0001,0
5111805313.0001,0
5111805317.0001,0
5111805323.0001,0
5111805328.0001,0
5111805361.0001,0
5111805366.0001,0
5111805389.0001,0
5111805433.0001,0
5111805466.0001,0
5111805489.0001,0
5111805494.0001,0
5111805532.0001,0
5111805535.0001,0
5111805539.0001,0
5111805547.0001,0
5111805555.0001,0
5111805581.0001,0
5111805601.0001,0
5111805619.0001,0
5111805629.0001,0
5111805630.0001,0
5111805670.0001,0
5111805698.0001,0
5111805700.0001,0
5111805754.0001,0
5111805780.0001,0
5111805816.0001,0
5111805868.0001,0
5111805872.0001,0
5111805875.0001,0
5111805887.0001,0
5111805890.0001,0
5111805954.0001,0
5111805955.0001,0
5111805982.0001,0
5111805991.0001,0
5111805995.0001,0
5111806034.0001,0
5111806040.0001,0
5111806087.0001,0
5111806100.0001,0
5111806134.0001,0
5111806144.0001,0
5111806189.0001,0
5111806228.0001,0
5111806231.0001,0
5111806237.0001,0
5111806256.0001,0
